model,retailer,value,final_price,html_price,rendered_price,previous_week_price,base_value,discount,promo_note,source_method,availability,availability_method,availability_text,risk_flags,confidence,decision_note,status,error,fetched_at,url
AW SE 3 (40mm GPS),Shopdunk,6690000,6690000,6690000,,6290000,6690000,0,,shopdunk_price_value,,,,WARN_WEEK_CHANGE,HTML_OK,trusted Shopdunk product price; browser back-check unavailable,OK,,2026-09-10T15:29:58,https://shopdunk.com/apple-watch-se-3-nhom-gps-40mm-sport-band-size-sm
AW SE 3 (40mm LTE),Viettel,,,,,7790000,,0,,,,,,WARN_FETCH_STATUS|WARN_RENDER_UNAVAILABLE,REVIEW,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),URL_ERROR,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),2026-09-10T15:29:59,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-3-vien-nhom-cellular-40mm-day-cao-su-s-m-pid355613.html
AW SE 3 (40mm LTE),FPT,8290000,8290000,8290000,8290000,7990000,8290000,0,,fpt_structured_offer_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_body_text,OK,,2026-09-10T15:30:00,https://fptshop.com.vn/smartwatch/apple-watch-se-3-gps-cellular-40mm-vien-nhom-day-cao-su
AW SE 3 (40mm LTE),MW,8390000,8390000,8390000,8390000,8190000,8390000,0,,mw_visible_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_dom:.box-price-present,OK,,2026-09-10T15:30:01,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-se-3-gps-cellular-40mm-vien-nhom-day-the-thao
AW SE 3 (40mm LTE),CPS,7990000,7990000,7990000,,7990000,7990000,0,CPS HTML/server returned 7690000 on 2026-06-05 while browser-visible Hanoi price was confirmed as 7990000.,override,,,,OVERRIDE_USED,OVERRIDE,CPS HTML/server returned 7690000 on 2026-06-05 while browser-visible Hanoi price was confirmed as 7990000.,OK,Manual override,2026-09-10T15:30:02,https://cellphones.com.vn/apple-watch-se-3-40mm-5g.html
AW SE 3 (40mm LTE),Shopdunk,7690000,7690000,7690000,,7690000,7690000,0,,shopdunk_price_value,,,,,HTML_OK,,OK,,2026-09-10T15:30:08,https://shopdunk.com/apple-watch-se-3-nhom-gps-cellular-40mm-sport-band-size-ml
AW SE 3 (44mm GPS),Viettel,,,,,6490000,,0,,,,,,WARN_FETCH_STATUS|WARN_RENDER_UNAVAILABLE,REVIEW,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),URL_ERROR,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),2026-09-10T15:30:08,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-3-vien-nhom-gps-44mm-day-cao-su-s-m-pid355616.html
AW SE 3 (44mm GPS),FPT,7690000,7690000,7690000,7690000,7290000,7690000,0,,fpt_structured_offer_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_body_text,OK,,2026-09-10T15:30:10,https://fptshop.com.vn/smartwatch/apple-watch-se-3-gps-44mm-vien-nhom-day-cao-su
AW SE 3 (44mm GPS),MW,7690000,7690000,7690000,7690000,7490000,7690000,0,,mw_visible_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_dom:.box-price-present,OK,,2026-09-10T15:30:11,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-se-3-44mm-vien-nhom-day-the-thao
AW SE 3 (44mm GPS),CPS,7690000,7690000,7690000,7690000,7290000,7690000,0,,cps_sale_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_dom:.sale-price,OK,,2026-09-10T15:30:15,https://cellphones.com.vn/apple-watch-se-3-44mm.html
AW SE 3 (44mm GPS),Shopdunk,7590000,7590000,7590000,,6990000,7590000,0,,shopdunk_price_value,,,,WARN_WEEK_CHANGE,HTML_OK,trusted Shopdunk product price; browser back-check unavailable,OK,,2026-09-10T15:30:17,https://shopdunk.com/apple-watch-se-3-nhom-gps-44mm-sport-band-size-ml
AW SE 3 (44mm LTE),Viettel,,,,,7990000,,0,,,,,,WARN_FETCH_STATUS|WARN_RENDER_UNAVAILABLE,REVIEW,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),URL_ERROR,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),2026-09-10T15:30:17,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-3-vien-nhom-cellular-44mm-day-cao-su-s-m-pid355617.html
AW SE 3 (44mm LTE),FPT,9190000,9190000,9190000,9190000,8790000,9190000,0,,fpt_structured_offer_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_body_text,OK,,2026-09-10T15:30:19,https://fptshop.com.vn/smartwatch/apple-watch-se-3-gps-cellular-44mm-vien-nhom-day-cao-su
AW SE 3 (44mm LTE),MW,OOS,OOS,,9190000,OOS,OOS,0,,product_status_element,OOS,rendered_dom:.box04.notselling .productstatus,Hết hàng tạm thời,WARN_RENDER_STOCK_CONFIRMED,VERIFIED_OOS,render confirmed OOS via rendered_dom:.box04.notselling .productstatus,OOS,,2026-09-10T15:30:20,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-se-3-gps-cellular-44mm-vien-nhom-day-the-thao
AW SE 3 (44mm LTE),CPS,8490000,8490000,8490000,,8490000,8490000,0,Direct link corrected from 40mm 5G to 44mm 5G on 2026-06-05; browser-visible Hanoi price confirmed as 8490000.,override,,,,OVERRIDE_USED,OVERRIDE,Direct link corrected from 40mm 5G to 44mm 5G on 2026-06-05; browser-visible Hanoi price confirmed as 8490000.,OK,Manual override,2026-09-10T15:30:21,https://cellphones.com.vn/apple-watch-se-3-44mm-5g.html
AW SE 3 (44mm LTE),Shopdunk,8490000,8490000,8490000,,8490000,8490000,0,,shopdunk_price_value,,,,,HTML_OK,,OK,,2026-09-10T15:30:27,https://shopdunk.com/apple-watch-se-3-nhom-gps-cellular-44mm-sport-band-size-ml
AW S11 (42mm GPS),Viettel,,,,,8690000,,0,,,,,,WARN_FETCH_STATUS|WARN_RENDER_UNAVAILABLE,REVIEW,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),URL_ERROR,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),2026-09-10T15:30:28,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-11-vien-nhom-gps-42mm-day-cao-su-s-m-pid355620.html
AW S11 (42mm GPS),FPT,11190000,11190000,11190000,11190000,9190000,11190000,0,,fpt_structured_offer_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_body_text,OK,,2026-09-10T15:30:29,https://fptshop.com.vn/smartwatch/apple-watch-series-11-gps-42mm-vien-nhom-day-cao-su
AW S11 (42mm GPS),MW,11490000,11490000,11490000,11490000,9390000,11490000,0,,mw_visible_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_dom:.box-price-present,OK,,2026-09-10T15:30:30,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-series-11-42mm-vien-nhom-day-the-thao
AW S11 (42mm GPS),CPS,11190000,11190000,11190000,11190000,8990000,11190000,0,,cps_sale_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_dom:.sale-price,OK,,2026-09-10T15:30:34,https://cellphones.com.vn/apple-watch-series-11-42mm.html
AW S11 (42mm GPS),Shopdunk,10990000,10990000,10990000,,8890000,10990000,0,,shopdunk_price_value,,,,WARN_WEEK_CHANGE,HTML_OK,trusted Shopdunk product price; browser back-check unavailable,OK,,2026-09-10T15:30:35,https://shopdunk.com/apple-watch-series-11-nhom-gps-42mm-sport-band-size-sm
AW S11 (42mm CEL),Viettel,,,,,11990000,,0,,,,,,WARN_FETCH_STATUS|WARN_RENDER_UNAVAILABLE,REVIEW,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),URL_ERROR,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),2026-09-10T15:30:36,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-11-vien-nhom-cellular-42mm-day-cao-su-s-m-pid355600.html
AW S11 (42mm CEL),FPT,14090000,14090000,14090000,14090000,12090000,14090000,0,,fpt_structured_offer_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_body_text,OK,,2026-09-10T15:30:37,https://fptshop.com.vn/smartwatch/apple-watch-series-11-gps-cellular-42mm-vien-nhom-day-cao-su
AW S11 (42mm CEL),MW,OOS,OOS,,14090000,12290000,OOS,0,,product_status_element,OOS,rendered_dom:.box04.notselling .productstatus,Hết hàng tạm thời,WARN_RENDER_STOCK_CONFIRMED|WARN_WEEK_CHANGE,VERIFIED_OOS,render confirmed OOS via rendered_dom:.box04.notselling .productstatus,OOS,,2026-09-10T15:30:39,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-series-11-gps-cellular-42mm-vien-nhom-day-the-thao
AW S11 (42mm CEL),CPS,OOS,OOS,,13990000,OOS,OOS,0,,structured_offer_availability,OOS,structured_offer_availability,OutOfStock; https://cellphones.com.vn/apple-watch-series-11-42mm-5g-m-l.html,,OOS_CONFIRMED,trusted stock signal reported OOS via structured_offer_availability; render retained price without stock text,OOS,,2026-09-10T15:30:42,https://cellphones.com.vn/apple-watch-series-11-42mm-5g-m-l.html?product_id=112663
AW S11 (42mm CEL),Shopdunk,13990000,13990000,13990000,,11790000,13990000,0,,shopdunk_price_value,,,,WARN_WEEK_CHANGE,HTML_OK,trusted Shopdunk product price; browser back-check unavailable,OK,,2026-09-10T15:30:43,https://shopdunk.com/apple-watch-series-11-nhom-gps-cellular-42mm-sport-band-size-ml
AW S11 (46mm GPS),Viettel,,,,,9690000,,0,,,,,,WARN_FETCH_STATUS|WARN_RENDER_UNAVAILABLE,REVIEW,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),URL_ERROR,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),2026-09-10T15:30:44,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-11-vien-nhom-gps-46mm-day-cao-su-m-l-pid355604.html
AW S11 (46mm GPS),FPT,11990000,11990000,11990000,11990000,9990000,11990000,0,,fpt_structured_offer_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_body_text,OK,,2026-09-10T15:30:45,https://fptshop.com.vn/smartwatch/apple-watch-series-11-gps-46mm-vien-nhom-day-cao-su
AW S11 (46mm GPS),MW,11990000,11990000,11990000,11990000,10190000,11990000,0,,mw_visible_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_dom:.box-price-present,OK,,2026-09-10T15:30:46,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-series-11-46mm-vien-nhom-day-the-thao
AW S11 (46mm GPS),CPS,11990000,11990000,11990000,11990000,9990000,11990000,0,,cps_sale_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_dom:.sale-price,OK,,2026-09-10T15:30:51,https://cellphones.com.vn/apple-watch-series-11-46mm.html
AW S11 (46mm GPS),Shopdunk,11990000,11990000,11990000,,9690000,11990000,0,,shopdunk_price_value,,,,WARN_WEEK_CHANGE,HTML_OK,trusted Shopdunk product price; browser back-check unavailable,OK,,2026-09-10T15:30:52,https://shopdunk.com/apple-watch-series-11-nhom-gps-46mm-sport-band-size-ml
AW S11 (46mm CEL),Viettel,,,,,15390000,,0,,,,,,WARN_FETCH_STATUS|WARN_RENDER_UNAVAILABLE,REVIEW,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),URL_ERROR,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),2026-09-10T15:30:53,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-11-vien-nhom-cellular-46mm-day-cao-su-s-m-pid355590.html
AW S11 (46mm CEL),FPT,14990000,14990000,14990000,14990000,12890000,14990000,0,,fpt_structured_offer_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_body_text,OK,,2026-09-10T15:30:54,https://fptshop.com.vn/smartwatch/apple-watch-series-11-gps-cellular-46mm-vien-nhom-day-cao-su
AW S11 (46mm CEL),MW,14990000,14990000,14990000,14990000,13190000,14990000,0,,mw_visible_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_dom:.box-price-present,OK,,2026-09-10T15:30:55,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-series-11-gps-cellular-46mm-vien-nhom-day-the-thao
AW S11 (46mm CEL),CPS,14890000,14890000,14890000,14890000,12890000,14890000,0,,cps_sale_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_dom:.sale-price,OK,,2026-09-10T15:31:00,https://cellphones.com.vn/apple-watch-series-11-46mm-5g.html
AW S11 (46mm CEL),Shopdunk,14890000,14890000,14890000,,12690000,14890000,0,,shopdunk_price_value,,,,WARN_WEEK_CHANGE,HTML_OK,trusted Shopdunk product price; browser back-check unavailable,OK,,2026-09-10T15:31:01,https://shopdunk.com/apple-watch-series-11-nhom-gps-cellular-46mm-sport-band-size-ml
AW Ultra 3 (49mm),Viettel,,,,,17990000,,0,,,,,,WARN_FETCH_STATUS|WARN_RENDER_UNAVAILABLE,REVIEW,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),URL_ERROR,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),2026-09-10T15:31:01,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-ultra-3-vien-titan-cellular-49mm-day-quan-alpine-s-m-pid355605.html
AW Ultra 3 (49mm),FPT,22990000,22990000,22990000,22990000,18890000,22990000,0,,fpt_structured_offer_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_body_text,OK,,2026-09-10T15:31:03,https://fptshop.com.vn/smartwatch/apple-watch-ultra-3-gps-cellular-49mm-vien-titan-day-ocean
AW Ultra 3 (49mm),MW,23490000,23490000,23490000,23490000,OOS,23490000,0,,mw_visible_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_dom:.box-price-present,OK,,2026-09-10T15:31:04,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-ultra-3-gps-cellular-49mm-vien-titanium-day-ocean
AW Ultra 3 (49mm),CPS,22990000,22990000,22990000,22990000,18990000,22990000,0,,cps_sale_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_dom:.sale-price,OK,,2026-09-10T15:31:07,https://cellphones.com.vn/apple-watch-ultra-3-49mm-5g.html
AW Ultra 3 (49mm),Shopdunk,22990000,22990000,22990000,,18990000,22990000,0,,shopdunk_price_value,,,,WARN_WEEK_CHANGE,HTML_OK,trusted Shopdunk product price; browser back-check unavailable,OK,,2026-09-10T15:31:08,https://shopdunk.com/apple-watch-ultra-3-49mm-alpine-loop
AirPods Pro 2 - 2023 (C-Type),FPT,5390000,5390000,5390000,5390000,5390000,5390000,0,,fpt_structured_offer_price,,,,,VERIFIED_RENDER,render matched via rendered_body_text,OK,,2026-09-10T15:31:09,https://fptshop.com.vn/phu-kien/tai-nghe-airpods-pro-2023-usb-c
AirPods Pro 2 - 2023 (C-Type),MW,OOS,OOS,,5190000,OOS,OOS,0,,product_status_element,OOS,rendered_dom:.box04.notselling .productstatus,Hết hàng tạm thời,WARN_RENDER_STOCK_CONFIRMED,VERIFIED_OOS,render confirmed OOS via rendered_dom:.box04.notselling .productstatus,OOS,,2026-09-10T15:31:10,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-airpods-pro-gen-2-magsafe-charge-usb-c-apple-mtjv3
AirPods 4 ANC,Viettel,,,,,4190000,,0,,,,,,WARN_FETCH_STATUS|WARN_RENDER_UNAVAILABLE,REVIEW,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),URL_ERROR,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),2026-09-10T15:31:11,https://viettelstore.vn/tai-nghe/tai-nghe-airpods-4-khu-on-chu-dong-pid340124.html
AirPods 4 ANC,FPT,4590000,4590000,4590000,4590000,4590000,4590000,0,,fpt_structured_offer_price,,,,,VERIFIED_RENDER,render matched via rendered_body_text,OK,,2026-09-10T15:31:12,https://fptshop.com.vn/phu-kien/tai-nghe-airpods-4-chu-dong-khu-tieng-on
AirPods 4 ANC,MW,4690000,4690000,4690000,4690000,4390000,4690000,0,,mw_visible_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_dom:.box-price-present,OK,,2026-09-10T15:31:14,https://www.thegioididong.com/tai-nghe/airpods-4-chong-on-mxp93
AirPods 4 ANC,CPS,4590000,4590000,4590000,4590000,4290000,4590000,0,,cps_sale_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_dom:.sale-price,OK,,2026-09-10T15:31:16,https://cellphones.com.vn/apple-airpods-4-chong-on-chu-dong.html
AirPods 4 ANC,Shopdunk,4390000,4390000,4390000,,4390000,4390000,0,,shopdunk_price_value,,,,,HTML_OK,,OK,,2026-09-10T15:31:17,https://shopdunk.com/airpods-4-noise-cancellation
AirPods 4 with charging case,Viettel,,,,,2890000,,0,,,,,,WARN_FETCH_STATUS|WARN_RENDER_UNAVAILABLE,REVIEW,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),URL_ERROR,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),2026-09-10T15:31:18,https://viettelstore.vn/tai-nghe/tai-nghe-airpods-4-pid340125.html
AirPods 4 with charging case,FPT,3490000,3490000,3490000,3490000,3490000,3490000,0,,fpt_structured_offer_price,,,,,VERIFIED_RENDER,render matched via rendered_body_text,OK,,2026-09-10T15:31:19,https://fptshop.com.vn/phu-kien/tai-nghe-airpods-4
AirPods 4 with charging case,MW,3490000,3490000,3490000,3490000,2990000,3490000,0,,mw_visible_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_dom:.box-price-present,OK,,2026-09-10T15:31:20,https://www.thegioididong.com/tai-nghe/airpods-4-mxp63
AirPods 4 with charging case,CPS,3490000,3490000,3490000,3490000,3090000,3490000,0,,cps_sale_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_dom:.sale-price,OK,,2026-09-10T15:31:23,https://cellphones.com.vn/apple-airpods-4.html
AirPods 4 with charging case,Shopdunk,3290000,3290000,3290000,,2990000,3290000,0,,shopdunk_price_value,,,,WARN_WEEK_CHANGE,HTML_OK,trusted Shopdunk product price; browser back-check unavailable,OK,,2026-09-10T15:31:24,https://shopdunk.com/tai-nghe-airpods-4
AirPods Pro 3,Viettel,,,,,5890000,,0,,,,,,WARN_FETCH_STATUS|WARN_RENDER_UNAVAILABLE,REVIEW,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),URL_ERROR,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),2026-09-10T15:31:24,https://viettelstore.vn/tai-nghe/airpods-pro-3-pid355611.html
AirPods Pro 3,FPT,6590000,6590000,6590000,6590000,6590000,6590000,0,,fpt_structured_offer_price,,,,,VERIFIED_RENDER,render matched via rendered_body_text,OK,,2026-09-10T15:31:26,https://fptshop.com.vn/phu-kien/tai-nghe-airpods-pro-3-2025-usb-c
AirPods Pro 3,MW,6590000,6590000,6590000,6590000,6190000,6590000,0,,mw_visible_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_dom:.box-price-present,OK,,2026-09-10T15:31:47,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-apple-airpods-pro-3-trang-mfhp4
AirPods Pro 3,CPS,6590000,6590000,6590000,6590000,6190000,6590000,0,,cps_sale_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_dom:.sale-price,OK,,2026-09-10T15:31:50,https://cellphones.com.vn/apple-airpods-pro-3.html
AirPods Pro 3,Shopdunk,6090000,6090000,6090000,,5990000,6090000,0,,shopdunk_price_value,,,,WARN_WEEK_CHANGE,HTML_OK,trusted Shopdunk product price; browser back-check unavailable,OK,,2026-09-10T15:31:51,https://shopdunk.com/tai-nghe-airpods-pro-3
MacBook NEO A18 Pro ( 8/256GB),FPT,18790000,18790000,18790000,18790000,18790000,18790000,0,,fpt_structured_offer_price,,,,,VERIFIED_RENDER,render matched via rendered_body_text,OK,,2026-09-10T15:31:53,https://fptshop.com.vn/may-tinh-xach-tay/macbook-neo-13-inch-8gb-256gb
MacBook NEO A18 Pro ( 8/256GB),MW,18990000,18990000,18990000,,18990000,19490000,500000,"Giảm giá 500,000",mw_visible_price,,,,,HTML_OK,,OK,,2026-09-10T15:31:54,https://www.thegioididong.com/laptop/macbook-neo-13-inch-a18-pro-8gb-256gb
MacBook NEO A18 Pro ( 8/256GB),CPS,18290000,18290000,18290000,,18290000,18290000,0,,cps_sale_price,,,,,HTML_OK,,OK,,2026-09-10T15:31:57,https://cellphones.com.vn/macbook-neo-13-a18-pro-6-cpu-5-gpu-8gb-256gb.html
MacBook NEO A18 Pro ( 8/256GB),Shopdunk,18350000,18350000,18350000,,18350000,18350000,0,,shopdunk_price_value,,,,,HTML_OK,,OK,,2026-09-10T15:31:58,https://shopdunk.com/macbook-neo-13-inch-chip-a18-pro-with-6-core-cpu-and-5-core-gpu-8gb-ram-256gb-ssd
"MacBook Air 13"" M5 16/512GB",FPT,34990000,34990000,34990000,34990000,34990000,34990000,0,,fpt_structured_offer_price,,,,,VERIFIED_RENDER,render matched via rendered_body_text,OK,,2026-09-10T15:31:59,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-13-m5-2026-10cpu-8gpu-16gb-512gb
"MacBook Air 13"" M5 16/512GB",MW,35190000,35190000,35190000,35690000,35490000,35690000,500000,"Giảm giá 500,000",mw_visible_price,,,,WARN_WEEK_CHANGE,VERIFIED_RENDER,render matched via rendered_dom:.box-price-present,OK,,2026-09-10T15:32:01,https://www.thegioididong.com/laptop/macbook-air-13-inch-m5-16gb-512gb
"MacBook Air 13"" M5 16/512GB",CPS,34990000,34990000,34990000,,34990000,34990000,0,,cps_sale_price,,,,,HTML_OK,,OK,,2026-09-10T15:32:04,https://cellphones.com.vn/macbook-air-13-m5-10-cpu-8-gpu-16gb-512gb.html
"MacBook Air 13"" M5 16/512GB",Shopdunk,34990000,34990000,34990000,,34990000,34990000,0,,shopdunk_price_value,,,,,HTML_OK,,OK,,2026-09-10T15:32:05,https://shopdunk.com/macbook-air-m5-13-inch-with-10-core-cpu-and-10-core-gpu-32gb-2tb-ssd
"MacBook Air 15"" M5 16/512GB",FPT,40990000,40990000,40990000,40990000,40990000,40990000,0,,fpt_structured_offer_price,,,,,VERIFIED_RENDER,render matched via rendered_body_text,OK,,2026-09-10T15:32:07,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-15-m5-2026-10cpu-10gpu-16gb-512gb
"MacBook Air 15"" M5 16/512GB",MW,41290000,41290000,41290000,,41290000,41790000,500000,"Giảm giá 500,000",mw_visible_price,,,,,HTML_OK,,OK,,2026-09-10T15:32:08,https://www.thegioididong.com/laptop/macbook-air-15-inch-m5-16gb-512gb
"MacBook Air 15"" M5 16/512GB",CPS,41290000,41290000,41290000,,41290000,41290000,0,,cps_sale_price,,,,,HTML_OK,,OK,,2026-09-10T15:32:11,https://cellphones.com.vn/macbook-air-15-m5-10-cpu-10-gpu-16gb-512gb.html
"MacBook Air 15"" M5 16/512GB",Shopdunk,40990000,40990000,40990000,,40990000,40990000,0,,shopdunk_price_value,,,,,HTML_OK,,OK,,2026-09-10T15:32:12,https://shopdunk.com/macbook-air-m5-15-inch-with-10-core-cpu-and-10-core-gpu-16gb-ram-512gb-ssd
"MacBook Pro 14"" M5 16/512GB",FPT,52990000,52990000,52990000,52990000,52990000,52990000,0,,fpt_structured_offer_price,,,,,VERIFIED_RENDER,render matched via rendered_body_text,OK,,2026-09-10T15:32:14,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-m5-2025-10cpu-10gpu-16gb-1tb
"MacBook Pro 14"" M5 16/512GB",MW,OOS,OOS,,41990000,OOS,OOS,0,,product_status_element,OOS,rendered_dom:.box04.notselling .productstatus,Hết hàng tạm thời,WARN_RENDER_STOCK_CONFIRMED,VERIFIED_OOS,render confirmed OOS via rendered_dom:.box04.notselling .productstatus,OOS,,2026-09-10T15:32:15,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m5-16gb-512gb
"MacBook Pro 14"" M5 16/512GB",CPS,OOS,OOS,,49990000,OOS,OOS,0,,structured_offer_availability,OOS,structured_offer_availability,OutOfStock; https://cellphones.com.vn/macbook-pro-14-inch-m5-16gb-512gb.html,,OOS_CONFIRMED,trusted stock signal reported OOS via structured_offer_availability; render retained price without stock text,OOS,,2026-09-10T15:32:17,https://cellphones.com.vn/macbook-pro-14-inch-m5-16gb-512gb.html
"MacBook Pro 14"" M5 16/512GB",Shopdunk,49990000,49990000,49990000,,49990000,49990000,0,,shopdunk_price_value,,,,,HTML_OK,,OK,,2026-09-10T15:32:18,https://shopdunk.com/macbook-pro-14-inch-m5-2025-10-core-gpu-10-core-cpu-16gb-ram-512gb-ssd
"MacBook Pro 16"" M5 Pro 24/1TB",FPT,79990000,79990000,79990000,79990000,79990000,79990000,0,,fpt_structured_offer_price,,,,,VERIFIED_RENDER,render matched via rendered_body_text,OK,,2026-09-10T15:32:20,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-16-m5-pro-2026-18cpu-20gpu-24gb-1tb
"MacBook Pro 16"" M5 Pro 24/1TB",CPS,80990000,80990000,80990000,,80990000,80990000,0,,cps_sale_price,,,,,HTML_OK,,OK,,2026-09-10T15:32:24,https://cellphones.com.vn/macbook-pro-16-m5-pro-18cpu-20-gpu-24gb-1tb.html
iPhone 16e  128GB,Shopdunk,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
iPhone 15  Plus 128GB,CPS,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
iPhone 15  Plus 128GB,Shopdunk,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
iPhone 15  Plus 128GB,FPT,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
