week_id,week_number,quarter,fiscal_year,category,raw_model,canonical_model,capacity,partner,price_vnd,stock_status,price_change_note,source_sheet,source_row,source_url,mapping_status,import_batch_id
W7Q3FY24,7,3,24,MacBook,"MacBook Pro 14"" M3 8/512GB","MacBook Pro 14"" M3 8/512GB",512GB,Shopdunk,37490000,In stock,,W7Q3FY24,32,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,MacBook,"MacBook Pro 14"" M3 8/512GB","MacBook Pro 14"" M3 8/512GB",512GB,Viettel,,Missing,,W7Q3FY24,32,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Air 5 M1 64GB Wifi,iPad Air 5 64GB Wifi,64GB,CPS,14090000,In stock,,W7Q3FY24,12,,Auto-normalized,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Air 5 M1 64GB Wifi,iPad Air 5 64GB Wifi,64GB,FPT,13990000,In stock,,W7Q3FY24,12,,Auto-normalized,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Air 5 M1 64GB Wifi,iPad Air 5 64GB Wifi,64GB,MW,14090000,In stock,,W7Q3FY24,12,,Auto-normalized,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Air 5 M1 64GB Wifi,iPad Air 5 64GB Wifi,64GB,Shopdunk,13790000,In stock,,W7Q3FY24,12,,Auto-normalized,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Air 5 M1 64GB Wifi,iPad Air 5 64GB Wifi,64GB,Viettel,14490000,In stock,,W7Q3FY24,12,,Auto-normalized,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Gen 10th 64GB Wifi,iPad Gen 10th 64GB Wifi,64GB,CPS,9590000,In stock,,W7Q3FY24,14,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Gen 10th 64GB Wifi,iPad Gen 10th 64GB Wifi,64GB,FPT,9940000,In stock,,W7Q3FY24,14,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Gen 10th 64GB Wifi,iPad Gen 10th 64GB Wifi,64GB,MW,10590000,In stock,,W7Q3FY24,14,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Gen 10th 64GB Wifi,iPad Gen 10th 64GB Wifi,64GB,Shopdunk,9890000,In stock,,W7Q3FY24,14,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Gen 10th 64GB Wifi,iPad Gen 10th 64GB Wifi,64GB,Viettel,10790000,In stock,,W7Q3FY24,14,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Gen 9th 64GB Wifi,iPad Gen 9th 64GB Wifi,64GB,CPS,6890000,In stock,,W7Q3FY24,15,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Gen 9th 64GB Wifi,iPad Gen 9th 64GB Wifi,64GB,FPT,7040000,In stock,,W7Q3FY24,15,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Gen 9th 64GB Wifi,iPad Gen 9th 64GB Wifi,64GB,MW,7090000,In stock,,W7Q3FY24,15,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Gen 9th 64GB Wifi,iPad Gen 9th 64GB Wifi,64GB,Shopdunk,6890000,In stock,,W7Q3FY24,15,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Gen 9th 64GB Wifi,iPad Gen 9th 64GB Wifi,64GB,Viettel,6990000,In stock,,W7Q3FY24,15,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Mini 6 64GB Wifi,iPad Mini 6 64GB Wifi,64GB,CPS,11790000,In stock,,W7Q3FY24,13,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Mini 6 64GB Wifi,iPad Mini 6 64GB Wifi,64GB,FPT,11890000,In stock,,W7Q3FY24,13,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Mini 6 64GB Wifi,iPad Mini 6 64GB Wifi,64GB,MW,12390000,In stock,,W7Q3FY24,13,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Mini 6 64GB Wifi,iPad Mini 6 64GB Wifi,64GB,Shopdunk,11190000,In stock,,W7Q3FY24,13,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,iPad Mini 6 64GB Wifi,iPad Mini 6 64GB Wifi,64GB,Viettel,12190000,In stock,,W7Q3FY24,13,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,"iPad Pro 11"" M2 128GB Wifi","iPad Pro 11"" M2 128GB Wifi",128GB,CPS,,OOS,,W7Q3FY24,11,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,"iPad Pro 11"" M2 128GB Wifi","iPad Pro 11"" M2 128GB Wifi",128GB,FPT,20890000,In stock,,W7Q3FY24,11,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,"iPad Pro 11"" M2 128GB Wifi","iPad Pro 11"" M2 128GB Wifi",128GB,MW,21190000,In stock,,W7Q3FY24,11,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,"iPad Pro 11"" M2 128GB Wifi","iPad Pro 11"" M2 128GB Wifi",128GB,Shopdunk,20790000,In stock,,W7Q3FY24,11,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPad,"iPad Pro 11"" M2 128GB Wifi","iPad Pro 11"" M2 128GB Wifi",128GB,Viettel,19790000,In stock,,W7Q3FY24,11,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 11 64GB,iPhone 11 64GB,64GB,CPS,8550000,In stock,,W7Q3FY24,10,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 11 64GB,iPhone 11 64GB,64GB,FPT,8640000,In stock,,W7Q3FY24,10,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 11 64GB,iPhone 11 64GB,64GB,MW,8690000,In stock,,W7Q3FY24,10,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 11 64GB,iPhone 11 64GB,64GB,Shopdunk,8690000,In stock,,W7Q3FY24,10,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 11 64GB,iPhone 11 64GB,64GB,Viettel,8590000,In stock,,W7Q3FY24,10,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 12 64GB,iPhone 12 64GB,64GB,CPS,,OOS,,W7Q3FY24,9,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 12 64GB,iPhone 12 64GB,64GB,FPT,11890000,In stock,,W7Q3FY24,9,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 12 64GB,iPhone 12 64GB,64GB,MW,11990000,In stock,,W7Q3FY24,9,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 12 64GB,iPhone 12 64GB,64GB,Shopdunk,12290000,In stock,,W7Q3FY24,9,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 12 64GB,iPhone 12 64GB,64GB,Viettel,11990000,In stock,,W7Q3FY24,9,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 13 128GB,iPhone 13 128GB,128GB,CPS,13390000,In stock,,W7Q3FY24,8,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 13 128GB,iPhone 13 128GB,128GB,FPT,13590000,In stock,,W7Q3FY24,8,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 13 128GB,iPhone 13 128GB,128GB,MW,13690000,In stock,,W7Q3FY24,8,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 13 128GB,iPhone 13 128GB,128GB,Shopdunk,13390000,In stock,,W7Q3FY24,8,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 13 128GB,iPhone 13 128GB,128GB,Viettel,13190000,In stock,,W7Q3FY24,8,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 14 128GB,iPhone 14 128GB,128GB,CPS,16390000,In stock,,W7Q3FY24,7,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 14 128GB,iPhone 14 128GB,128GB,FPT,16390000,In stock,,W7Q3FY24,7,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 14 128GB,iPhone 14 128GB,128GB,MW,16490000,In stock,,W7Q3FY24,7,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 14 128GB,iPhone 14 128GB,128GB,Shopdunk,16990000,In stock,,W7Q3FY24,7,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 14 128GB,iPhone 14 128GB,128GB,Viettel,16390000,In stock,,W7Q3FY24,7,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 14 Plus 128GB,iPhone 14 Plus 128GB,128GB,CPS,19190000,In stock,,W7Q3FY24,6,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 14 Plus 128GB,iPhone 14 Plus 128GB,128GB,FPT,19290000,In stock,,W7Q3FY24,6,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 14 Plus 128GB,iPhone 14 Plus 128GB,128GB,MW,19390000,In stock,,W7Q3FY24,6,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 14 Plus 128GB,iPhone 14 Plus 128GB,128GB,Shopdunk,19690000,In stock,,W7Q3FY24,6,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 14 Plus 128GB,iPhone 14 Plus 128GB,128GB,Viettel,19290000,In stock,,W7Q3FY24,6,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 128GB,iPhone 15 128GB,128GB,CPS,18690000,In stock,,W7Q3FY24,2,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 128GB,iPhone 15 128GB,128GB,FPT,19090000,In stock,,W7Q3FY24,2,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 128GB,iPhone 15 128GB,128GB,MW,19190000,In stock,,W7Q3FY24,2,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 128GB,iPhone 15 128GB,128GB,Shopdunk,18740000,In stock,,W7Q3FY24,2,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 128GB,iPhone 15 128GB,128GB,Viettel,18490000,In stock,,W7Q3FY24,2,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 Plus 128GB,iPhone 15 Plus 128GB,128GB,CPS,21790000,In stock,,W7Q3FY24,3,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 Plus 128GB,iPhone 15 Plus 128GB,128GB,FPT,22090000,In stock,,W7Q3FY24,3,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 Plus 128GB,iPhone 15 Plus 128GB,128GB,MW,22190000,In stock,,W7Q3FY24,3,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 Plus 128GB,iPhone 15 Plus 128GB,128GB,Shopdunk,21890000,In stock,,W7Q3FY24,3,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 Plus 128GB,iPhone 15 Plus 128GB,128GB,Viettel,21990000,In stock,,W7Q3FY24,3,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 Pro 128GB,iPhone 15 Pro 128GB,128GB,CPS,24190000,In stock,,W7Q3FY24,4,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 Pro 128GB,iPhone 15 Pro 128GB,128GB,FPT,24590000,In stock,,W7Q3FY24,4,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 Pro 128GB,iPhone 15 Pro 128GB,128GB,MW,24690000,In stock,,W7Q3FY24,4,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 Pro 128GB,iPhone 15 Pro 128GB,128GB,Shopdunk,24590000,In stock,,W7Q3FY24,4,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 Pro 128GB,iPhone 15 Pro 128GB,128GB,Viettel,23990000,In stock,,W7Q3FY24,4,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 Pro Max 256GB,iPhone 15 Pro Max 256GB,256GB,CPS,28690000,In stock,,W7Q3FY24,5,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 Pro Max 256GB,iPhone 15 Pro Max 256GB,256GB,FPT,29390000,In stock,,W7Q3FY24,5,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 Pro Max 256GB,iPhone 15 Pro Max 256GB,256GB,MW,29590000,In stock,,W7Q3FY24,5,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 Pro Max 256GB,iPhone 15 Pro Max 256GB,256GB,Shopdunk,28590000,In stock,,W7Q3FY24,5,,Mapped,price_check_62813eb26afe
W7Q3FY24,7,3,24,iPhone,iPhone 15 Pro Max 256GB,iPhone 15 Pro Max 256GB,256GB,Viettel,28990000,In stock,,W7Q3FY24,5,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,AirPods,AirPods 2 with charging case,AirPods 2 with charging case,,CPS,2690000,In stock,,W8Q3FY24,27,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,AirPods,AirPods 2 with charging case,AirPods 2 with charging case,,FPT,2690000,In stock,,W8Q3FY24,27,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,AirPods,AirPods 2 with charging case,AirPods 2 with charging case,,MW,2690000,In stock,,W8Q3FY24,27,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,AirPods,AirPods 2 with charging case,AirPods 2 with charging case,,Shopdunk,2750000,In stock,,W8Q3FY24,27,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,AirPods,AirPods 2 with charging case,AirPods 2 with charging case,,Viettel,2690000,In stock,,W8Q3FY24,27,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,AirPods,AirPods 3 with charging case,AirPods 3 with charging case,,CPS,3990000,In stock,,W8Q3FY24,26,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,AirPods,AirPods 3 with charging case,AirPods 3 with charging case,,FPT,3990000,In stock,,W8Q3FY24,26,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,AirPods,AirPods 3 with charging case,AirPods 3 with charging case,,MW,3990000,In stock,,W8Q3FY24,26,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,AirPods,AirPods 3 with charging case,AirPods 3 with charging case,,Shopdunk,3950000,In stock,,W8Q3FY24,26,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,AirPods,AirPods 3 with charging case,AirPods 3 with charging case,,Viettel,3990000,In stock,,W8Q3FY24,26,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,AirPods,AirPods Pro 2 - 2023 (C-Type),AirPods Pro 2 - 2023 (C-Type),,CPS,5450000,In stock,,W8Q3FY24,25,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,AirPods,AirPods Pro 2 - 2023 (C-Type),AirPods Pro 2 - 2023 (C-Type),,FPT,5540000,In stock,,W8Q3FY24,25,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,AirPods,AirPods Pro 2 - 2023 (C-Type),AirPods Pro 2 - 2023 (C-Type),,MW,5390000,In stock,,W8Q3FY24,25,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,AirPods,AirPods Pro 2 - 2023 (C-Type),AirPods Pro 2 - 2023 (C-Type),,Shopdunk,5450000,In stock,,W8Q3FY24,25,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,AirPods,AirPods Pro 2 - 2023 (C-Type),AirPods Pro 2 - 2023 (C-Type),,Viettel,5490000,In stock,,W8Q3FY24,25,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (41mm CEL),Apple Watch S9 (41mm CEL),,CPS,11790000,In stock,,W8Q3FY24,21,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (41mm CEL),Apple Watch S9 (41mm CEL),,FPT,12290000,In stock,,W8Q3FY24,21,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (41mm CEL),Apple Watch S9 (41mm CEL),,MW,12390000,In stock,,W8Q3FY24,21,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (41mm CEL),Apple Watch S9 (41mm CEL),,Shopdunk,11540000,In stock,,W8Q3FY24,21,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (41mm CEL),Apple Watch S9 (41mm CEL),,Viettel,11690000,In stock,,W8Q3FY24,21,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (41mm GPS),Apple Watch S9 (41mm GPS),,CPS,8490000,In stock,,W8Q3FY24,20,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (41mm GPS),Apple Watch S9 (41mm GPS),,FPT,9340000,In stock,,W8Q3FY24,20,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (41mm GPS),Apple Watch S9 (41mm GPS),,MW,9390000,In stock,,W8Q3FY24,20,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (41mm GPS),Apple Watch S9 (41mm GPS),,Shopdunk,8740000,In stock,,W8Q3FY24,20,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (41mm GPS),Apple Watch S9 (41mm GPS),,Viettel,8690000,In stock,,W8Q3FY24,20,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (45mm CEL),Apple Watch S9 (45mm CEL),,CPS,12990000,In stock,,W8Q3FY24,23,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (45mm CEL),Apple Watch S9 (45mm CEL),,FPT,13390000,In stock,,W8Q3FY24,23,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (45mm CEL),Apple Watch S9 (45mm CEL),,MW,13690000,In stock,,W8Q3FY24,23,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (45mm CEL),Apple Watch S9 (45mm CEL),,Shopdunk,12640000,In stock,,W8Q3FY24,23,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (45mm CEL),Apple Watch S9 (45mm CEL),,Viettel,12190000,In stock,,W8Q3FY24,23,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (45mm GPS),Apple Watch S9 (45mm GPS),,CPS,10190000,In stock,,W8Q3FY24,22,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (45mm GPS),Apple Watch S9 (45mm GPS),,FPT,10490000,In stock,,W8Q3FY24,22,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (45mm GPS),Apple Watch S9 (45mm GPS),,MW,10790000,In stock,,W8Q3FY24,22,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (45mm GPS),Apple Watch S9 (45mm GPS),,Shopdunk,9940000,In stock,,W8Q3FY24,22,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW S9 (45mm GPS),Apple Watch S9 (45mm GPS),,Viettel,9890000,In stock,,W8Q3FY24,22,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (40mm GPS),Apple Watch SE 2023 (40mm GPS),,CPS,5590000,In stock,,W8Q3FY24,16,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (40mm GPS),Apple Watch SE 2023 (40mm GPS),,FPT,5940000,In stock,,W8Q3FY24,16,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (40mm GPS),Apple Watch SE 2023 (40mm GPS),,MW,5990000,In stock,,W8Q3FY24,16,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (40mm GPS),Apple Watch SE 2023 (40mm GPS),,Shopdunk,5790000,In stock,,W8Q3FY24,16,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (40mm GPS),Apple Watch SE 2023 (40mm GPS),,Viettel,5690000,In stock,,W8Q3FY24,16,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (40mm LTE),Apple Watch SE 2023 (40mm LTE),,CPS,7190000,In stock,,W8Q3FY24,17,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (40mm LTE),Apple Watch SE 2023 (40mm LTE),,FPT,7240000,In stock,,W8Q3FY24,17,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (40mm LTE),Apple Watch SE 2023 (40mm LTE),,MW,7390000,In stock,,W8Q3FY24,17,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (40mm LTE),Apple Watch SE 2023 (40mm LTE),,Shopdunk,7390000,In stock,,W8Q3FY24,17,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (40mm LTE),Apple Watch SE 2023 (40mm LTE),,Viettel,7190000,In stock,,W8Q3FY24,17,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (44mm GPS),Apple Watch SE 2023 (44mm GPS),,CPS,6490000,In stock,,W8Q3FY24,18,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (44mm GPS),Apple Watch SE 2023 (44mm GPS),,FPT,6740000,In stock,,W8Q3FY24,18,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (44mm GPS),Apple Watch SE 2023 (44mm GPS),,MW,6990000,In stock,,W8Q3FY24,18,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (44mm GPS),Apple Watch SE 2023 (44mm GPS),,Shopdunk,6590000,In stock,,W8Q3FY24,18,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (44mm GPS),Apple Watch SE 2023 (44mm GPS),,Viettel,6590000,In stock,,W8Q3FY24,18,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (44mm LTE),Apple Watch SE 2023 (44mm LTE),,CPS,7990000,In stock,,W8Q3FY24,19,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (44mm LTE),Apple Watch SE 2023 (44mm LTE),,FPT,7940000,In stock,,W8Q3FY24,19,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (44mm LTE),Apple Watch SE 2023 (44mm LTE),,MW,7990000,In stock,,W8Q3FY24,19,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (44mm LTE),Apple Watch SE 2023 (44mm LTE),,Shopdunk,7890000,In stock,,W8Q3FY24,19,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW SE 2023 (44mm LTE),Apple Watch SE 2023 (44mm LTE),,Viettel,7990000,In stock,,W8Q3FY24,19,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW Ultra 2 (49mm),Apple Watch Ultra 2 (49mm),,CPS,19990000,In stock,,W8Q3FY24,24,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW Ultra 2 (49mm),Apple Watch Ultra 2 (49mm),,FPT,20890000,In stock,,W8Q3FY24,24,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW Ultra 2 (49mm),Apple Watch Ultra 2 (49mm),,MW,20990000,In stock,,W8Q3FY24,24,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW Ultra 2 (49mm),Apple Watch Ultra 2 (49mm),,Shopdunk,20890000,In stock,,W8Q3FY24,24,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,Apple Watch,AW Ultra 2 (49mm),Apple Watch Ultra 2 (49mm),,Viettel,19690000,In stock,,W8Q3FY24,24,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,MacBook,"MacBook Air 13"" M1 8/256Gb","MacBook Air 13"" M1 8/256GB",256GB,CPS,18290000,In stock,,W8Q3FY24,28,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,MacBook,"MacBook Air 13"" M1 8/256Gb","MacBook Air 13"" M1 8/256GB",256GB,FPT,18390000,In stock,,W8Q3FY24,28,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,MacBook,"MacBook Air 13"" M1 8/256Gb","MacBook Air 13"" M1 8/256GB",256GB,MW,18490000,In stock,,W8Q3FY24,28,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,MacBook,"MacBook Air 13"" M1 8/256Gb","MacBook Air 13"" M1 8/256GB",256GB,Shopdunk,17940000,In stock,,W8Q3FY24,28,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,MacBook,"MacBook Air 13"" M1 8/256Gb","MacBook Air 13"" M1 8/256GB",256GB,Viettel,,Missing,,W8Q3FY24,28,,Auto-normalized,price_check_62813eb26afe
W8Q3FY24,8,3,24,MacBook,"MacBook Air 13"" M2 8/256GB","MacBook Air 13"" M2 8/256GB",256GB,CPS,23790000,In stock,,W8Q3FY24,29,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,MacBook,"MacBook Air 13"" M2 8/256GB","MacBook Air 13"" M2 8/256GB",256GB,FPT,23990000,In stock,,W8Q3FY24,29,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,MacBook,"MacBook Air 13"" M2 8/256GB","MacBook Air 13"" M2 8/256GB",256GB,MW,23990000,In stock,,W8Q3FY24,29,,Mapped,price_check_62813eb26afe
W8Q3FY24,8,3,24,MacBook,"MacBook Air 13"" M2 8/256GB","MacBook Air 13"" M2 8/256GB",256GB,Shopdunk,23790000,In stock,,W8Q3FY24,29,,Mapped,price_check_62813eb26afe
